questionID,AnswerKey,examName,schoolGrade,question,subject
AKDE&ED_2012_4_11,D,Alaska Department of Education & Early Development,4,The picture below shows water droplets on the outside of a glass that contains water. {Alaska-2012-4-11} Which action would most likely cause water from the air to form water droplets on the outside of the glass? (A) A glass containing hot water is placed in a cold room. (B) A glass containing cold water is placed in a cold room. (C) A glass containing hot water is placed in a warm room. (D) A glass containing cold water is placed in a warm room.,Physics
AKDE&ED_2012_4_13,C,Alaska Department of Education & Early Development,4,A student moved an unknown material from a small glass container to a larger glass container. The student recorded observations made before and after the material was moved. {Alaska-2012-4-17} Which of the following is most likely the unknown material? (A) air (B) milk (C) rock (D) juice,Physics
AKDE&ED_2012_4_16,C,Alaska Department of Education & Early Development,4,A student is investigating how a fossil can form. The student followed the directions as shown. {Alaska-2012-4-19} Which type of fossil did the student most likely make during the investigation? (A) a cast fossil (B) a track fossil (C) an imprint fossil (D) a preserved fossil,Physics
AKDE&ED_2012_4_26,C,Alaska Department of Education & Early Development,4,A drawing of a metric ruler is shown below. {Alaska-2012-4-28} A student has four rubber bands. Which rubber band is about 4 cm long? (A) {Alaska-2012-4-29} (B) {Alaska-2012-4-30} (C) {Alaska-2012-4-31} (D) {Alaska-2012-4-32},Physics
AKDE&ED_2012_4_28,A,Alaska Department of Education & Early Development,4,A student watches two birds building a nest near the top of a tree. Which tool would the student find most helpful for watching the birds? (A) {Alaska-2012-4-33} (B) {Alaska-2012-4-34} (C) {Alaska-2012-4-35} (D) {Alaska-2012-4-36},Physics
AKDE&ED_2012_4_30,A,Alaska Department of Education & Early Development,4,"Lituya Bay is along the coast of Alaska. {Alaska-2012-4-37} In 1958, there were three major events that occurred one after another. During the events, many trees surrounding Lituya Bay were knocked down by large amounts of ocean water. Which set of events most likely caused the change around Lituya Bay? (A) earthquake -> landslide -> tsunami (B) landslide -> avalanche -> earthquake (C) avalanche -> volcanic -> activity flood (D) tsunami -> landslide -> volcanic activity",Physics
AKDE&ED_2012_4_32,D,Alaska Department of Education & Early Development,4,"A teacher puts a wax candle in a jar. Then, the teacher heats the jar as shown. {Alaska-2012-4-38} After a few minutes of heating, the candle has melted. Which statement best describes the melted candle? (A) It is a solid because it fills the jar. (B) It is a liquid because it fills the jar. (C) It is a solid because it takes the shape of the jar. (D) It is a liquid because it takes the shape of the jar.",Physics
AKDE&ED_2012_4_36,A,Alaska Department of Education & Early Development,4,A food chain is shown below. {Alaska-2012-4-40} Which type of organism will most likely increase if the krill population decreases? (A) plankton (B) small fish (C) salmon (D) eagle,Physics
AKDE&ED_2012_4_37,D,Alaska Department of Education & Early Development,4,In which container will the liquid water most likely change into a gas fastest? (A) {Alaska-2012-4-41} (B) {Alaska-2012-4-42} (C) {Alaska-2012-4-43} (D) {Alaska-2012-4-44},Physics
AKDE&ED_2012_4_38,C,Alaska Department of Education & Early Development,4,The drawing below shows a volcano. {Alaska-2012-4-45} Which statement is an inference based on the drawing? (A) The volcano is shaped like a cone. (B) The volcano has stopped erupting. (C) There is magma inside the volcano. (D) There are trees at the base of the volcano,Physics
AKDE&ED_2012_4_41,B,Alaska Department of Education & Early Development,4,"The drawing below shows fossils in three rock layers. {Alaska-2012-4-47} Based on the drawing, which type of fossil most likely represents the oldest type of organism? (A) {Alaska-2012-4-48} (B) {Alaska-2012-4-49} (C) {Alaska-2012-4-50} (D) {Alaska-2012-4-51}",Physics
AKDE&ED_2012_4_42,A,Alaska Department of Education & Early Development,4,"A student made a snowball and left it on a shelf outside. The next day, the student observed the snowball. {Alaska-2012-4-52} Which statement best explains a change in the snowball? (A) The air temperature increased, causing part of a solid to become a liquid. (B) The air temperature decreased, causing part of a solid to become a liquid. (C) The air temperature increased, causing part of a liquid to become a solid. (D) The air temperature decreased, causing part of a liquid to become a solid.",Physics
CSZ_2009_5_6,A,California Standards Test,5,Students are gathering materials and building an electrical circuit. {California-2009-5-1} Which material will allow electricity to flow between the battery and the light bulb? (A) copper wire (B) wooden rod (C) cotton string (D) rubber tube,Physics
CSZ_2009_5_7,D,California Standards Test,5,A scientist uses an instrument to observe the pattern of molecules in a substance. The picture below shows what the scientist sees. {California-2009-5-2} What state of matter is the scientist most likely observing? (A) gas (B) liquid (C) vapor (D) solid,Physics
CSZ_2009_5_9,D,California Standards Test,5,The diagram below shows a mixture. {California-2009-5-3} Which of the following pieces of equipment should be used to separate this mixture? (A) magnet (B) balance (C) funnel (D) hot plate,Physics
CSZ_2009_5_16,A,California Standards Test,5,{California-2009-5-6} Which of the following is shown above? (A) electromagnet (B) electric motor (C) electric generator (D) transformer,Physics
CSZ_2009_5_19,D,California Standards Test,5,Iron filings and bar magnets were placed on a sheet of paper. The following diagram shows the pattern made on the paper. {California-2009-5-12} At which location is the magnetic field the strongest? (A) 1 (B) 2 (C) 3 (D) 4,Physics
CSZ_2009_5_32,C,California Standards Test,5,{California-2009-5-14} Which gas is forming in the test tube shown above? (A) carbon dioxide (B) hydrogen (C) oxygen (D) nitrogen,Physics
CSZ_2009_5_35,C,California Standards Test,5,The diagram below shows a simple food web. {California-2009-5-15} Which animal is classified as an omnivore? (A) red fox (B) deer (C) black bear (D) rabbit,Physics
CSZ_2009_5_51,D,California Standards Test,5,The picture below shows a place where air currents will form due to the uneven heating of Earth. {California-2009-5-27} In which direction will air currents most likely move? (A) straight down over the land (B) from the land toward the sea (C) straight up above the sea (D) from the sea toward the lan,Physics
CSZ_2009_5_63,D,California Standards Test,5,"The chart below shows a part of Mohs hardness scale for minerals. {California-2009-5-33} A student is testing an unknown mineral for hardness. The unknown mineral is tested against fluorite, but neither mineral scratches the other. Which of the following conclusions can the student accurately make? (A) The unknown mineral and apatite will not scratch each other. (B) The unknown mineral and calcite will not scratch each other. (C) The unknown mineral will scratch apatite. (D) The unknown mineral will scratch calcite.",Physics
CSZ_2009_5_65,D,California Standards Test,5,{California-2009-5-35} What is responsible for shaping this arch? (A) plate tectonics (B) earthquakes (C) deposition (D) erosion,Physics
CSZ_2009_5_71,C,California Standards Test,5,"A student will measure and record the growth of two flowering plants every other day for 10 days. {California-2009-5-37} According to the diagram, which question is being tested? (A) Do flowering plants grow better when watered with salt water? (B) How much fertilizer do flowering plants need? (C) Does fertilizer added to the soil lead to taller flowering plants? (D) How tall do flowering plants grow?",Physics
CSZ_2009_5_72,B,California Standards Test,5,A student wants to see the xylem of a plant stem. Which instrument should the student use? (A) {California-2009-5-38} (B) {California-2009-5-39} (C) {California-2009-5-40} (D) {California-2009-5-41},Physics
CSZ_2009_5_73,D,California Standards Test,5,A group of students observed the following tree while hiking through a hilly area. {California-2009-5-42} What is the most likely cause for the angle of growth of this tree? (A) The tree is reaching toward the afternoon sunlight. (B) Water rolling down the hill uprooted the tree. (C) Large rocks hit the tree when they rolled down the hill. (D) Strong uphill winds have pushed against the tree.,Physics
CSZ_2009_5_74,A,California Standards Test,5,A student added a small ball to a graduated cylinder containing 10 milliliters of water. {California-2009-5-43} What is the volume of the ball? (A) 5 mL (B) 10 mL (C) 15 mL (D) 20 mL,Physics
CSZ_2009_5_75,D,California Standards Test,5,The chart below shows the results of an experiment designed to study how exercise affects heart rate. {California-2009-5-44} Which of the following statements is the best conclusion for this experiment? (A) Exercise triples a person’s heart rate. (B) Exercise decreases a person’s heart rate. (C) Heart rate is not affected by exercise. (D) Heart rate is increased by exercise.,Physics
FCAT_2008_5_4,C,FCAT,5,"Mr. Washington mixed iron filings with sand. Then, he asked his students to separate the iron filings from the sand. Which of the following is the best tool to use to separate the iron filings from the sand? (A) {Florida-2008-5-5} (B) {Florida-2008-5-6} (C) {Florida-2008-5-7} (D) {Florida-2008-5-8}",Physics
FCAT_2008_5_9,A,FCAT,5,The organisms shown below live in or near bodies of water. Some are classified as vertebrates and some as invertebrates. {Florida-2008-5-10} Which organism is classified as an invertebrate? (A) crab (B) fish (C) manatee (D) turtle,Physics
FCAT_2008_5_10,D,FCAT,5,"A radiometer is a device with fins that spin when light energy strikes them. A picture of a radiometer is shown below. As part of an experiment, a light source was placed 50 centimeters (cm) from a radiometer. The light source gave off four different-colored lights for 30 seconds (s) each. After each color of light was turned off, the amount of time the fins on the radiometer spun was recorded. The results are shown in the table below. {Florida-2008-5-11} Which color of light provided the greatest amount of light energy according to the data in the table? (A) red (B) green (C) blue (D) white",Physics
