questionID,AnswerKey,examName,schoolGrade,question,subject,bag_question,cleaned_question,cluster,final_cleaned,cluster0
94519,D,NYSEDREGENTS,4,"The diagram below shows a toaster. {Regents_2014_4th_Grade_02} In order to toast a slice of bread, the toaster changes electrical energy into which other type of energy? (A) magnetic (B) chemical (C) mechanical (D) heat",Biology,"['bread', 'changes', 'chemical', 'energy', 'toaster']",bread change chemical energy toaster,0,bread chemical energy toaster,0
94522,C,NYSEDREGENTS,4,"Base your answer on the diagram below and on your knowledge of science. The diagram shows a person in a wheelchair, using a ramp to enter a building. {Regents_2014_4th_Grade_03} The ramp in the diagram is an example of which simple machine? (A) pulley (B) lever (C) inclined plane (D) balance",Biology,"['answer', 'diagram', 'ramp', 'shows', 'simple']",answer diagram ramp show simple,1,ramp simple,0
94523,D,NYSEDREGENTS,4,"Base your answer on the diagram below and on your knowledge of science. The diagram shows a person in a wheelchair, using a ramp to enter a building. {Regents_2014_4th_Grade_03} Which type of energy is the person using to move the wheelchair up the ramp? (A) heat (B) light (C) magnetic (D) mechanical",Biology,"['diagram', 'person', 'ramp', 'using', 'wheelchair']",diagram person ramp use wheelchair,1,person ramp wheelchair,0
94530,C,NYSEDREGENTS,4,"The four bean seeds in the diagram below were planted on different days. Each seed was planted in the same kind of soil and pot. The seeds were given the same amounts of sunlight and water each day. The diagram shows all four pots on the same day. The pots are labeled A, B, C, and D. {Regents_2014_4th_Grade_04} Based on the growth and development of the four bean seeds, which one most likely was planted before the other three? (A) A (B) B (C) C (D) D",Biology,"['bean', 'day', 'four', 'planted', 'seeds']",bean day four plant seed,0,bean day four plant seed,0
94533,B,NYSEDREGENTS,4,The diagram below shows an emperor penguin. Four body structures are labeled. {Regents_2014_4th_Grade_05} Which body structure helps the penguin stay warm as it dives into icy water? (A) beak (B) feathers (C) flippers (D) webbed feet,Biology,"['beak', 'body', 'penguin', 'structures', 'warm']",beak body penguin structure warm,0,beak body penguin structure warm,0
94536,C,NYSEDREGENTS,4,Base your answer on the food chain below and on your knowledge of science. {Regents_2014_4th_Grade_06} Which organism in this food chain is a producer? (A) cricket (B) frog (C) green plant (D) snake,Biology,"['answer', 'base', 'chain', 'cricket', 'food']",answer base chain cricket food,2,base chain cricket food,0
94537,B,NYSEDREGENTS,4,Base your answer on the food chain below and on your knowledge of science. {Regents_2014_4th_Grade_06} Which organism in this food chain is both predator and prey? (A) cricket (B) frog (C) green plant (D) snake,Biology,"['answer', 'base', 'chain', 'cricket', 'food']",answer base chain cricket food,2,base chain cricket food,0
AIMS_2009_4_22,D,AIMS,4,A bicycle is a system of parts that work together. {Arizona-2009-4-21} Not every part of the bicycle is needed for it to move. Some parts make it easier or safer to ride. Which of the following parts is needed to make the bicycle move? (A) brakes (B) handlebars (C) seat (D) wheels,Physics,"['bicycle', 'make', 'move', 'needed', 'parts']",bicycle make move need part,0,bicycle move need part,0
AIMS_2009_4_26,B,AIMS,4,Look at the picture below. {Arizona-2009-4-23} Where would you find the saltiest water? (A) river (B) ocean (C) mountain lake (D) snow covered mountains,Physics,"['covered', 'find', 'lake', 'look', 'mountain']",cover find lake look mountain,0,cover lake look mountain,0
AIMS_2009_4_27,A,AIMS,4,"A scientist wanted to see if the amount of garbage that Americans threw away changed over time. He collected information and then showed his results in the graph below. {Arizona-2009-4-24} Based on this graph, what could the scientist say about the amount of garbage that each person threw away? (A) It increased over time. (B) It decreased over time. (C) It increased the most in 1980. (D) It decreased the most in 1990.",Physics,"['amount', 'away', 'increased', 'threw', 'time']",amount away increase threw time,0,amount away increase threw time,2
AIMS_2009_4_31,B,AIMS,4,"Maria checked the outside temperature before and after school. According to the thermometers below, how much did the temperature change during the day? {Arizona-2009-4-25} (A) It increased by 2° C. (B) It increased by 14° C. (C) It decreased by 2° C. (D) It decreased by 14° C.",Physics,"['according', 'change', 'decreased', 'increased', 'temperature']",accord change decrease increased temperature,0,accord decrease increased temperature,0
AKDE&ED_2008_4_2,A,Alaska Department of Education & Early Development,4,Which tool would a scientist use to study the shape of fish eggs? (A) {Alaska-2008-4-1} (B) {Alaska-2008-4-2} (C) {Alaska-2008-4-3} (D) {Alaska-2008-4-4},Physics,"['eggs', 'fish', 'scientist', 'shape', 'study']",egg fish scientist shape study,0,egg fish scientist shape study,0
AKDE&ED_2008_4_9,D,Alaska Department of Education & Early Development,4,The picture below shows an energy pyramid. {Alaska-2008-4-9} What will most likely happen to the foxes and the wolves if the rabbits are removed? (A) The foxes will eat more wolves. (B) The foxes will eat fewer wolves. (C) There will be more foxes and wolves. (D) There will be fewer foxes and wolves.,Physics,"['eat', 'energy', 'fewer', 'foxes', 'wolves']",eat energy few fox wolf,0,eat energy few fox wolf,0
AKDE&ED_2008_4_13,C,Alaska Department of Education & Early Development,4,Living plants and fish are show below. {Alaska-2008-4-11} These plants are providing the fish with (A) water. (B) light. (C) oxygen. (D) carbon dioxide.,Physics,"['carbon', 'dioxide', 'fish', 'light', 'plants']",carbon dioxide fish light plant,0,carbon dioxide fish light plant,0
AKDE&ED_2008_4_15,D,Alaska Department of Education & Early Development,4,The tracks below were made by a dinosaur. {Alaska-2008-4-12} Scientists can conclude by studying these tracks that this dinosaur (A) could not fly. (B) could not swim. (C) walked using one leg. (D) walked using two legs.,Physics,"['could', 'dinosaur', 'tracks', 'using', 'walked']",could dinosaur track use walk,0,could dinosaur track walk,0
AKDE&ED_2008_4_18,B,Alaska Department of Education & Early Development,4,The picture below shows the melting of an ice cube. {Alaska-2008-4-13} The ice cube changed because it (A) cooled. (B) warmed. (C) hardened. (D) evaporated.,Physics,"['changed', 'cooled', 'cube', 'evaporated', 'ice']",change cool cube evaporate ice,0,cool cube evaporate ice,0
AKDE&ED_2008_4_20,D,Alaska Department of Education & Early Development,4,An extinct animal called a mammoth is shown below. {Alaska-2008-4-14} Which statement is an observation about the mammoth? (A) The mammoth was related to the elephant. (B) The mammoth was a slow-moving animal. (C) The mammoth’s tusks were used for protection. (D) The mammoth’s tusks were curved and pointed,Physics,"['animal', 'called', 'mammoth', 'mammoths', 'tusks']",animal call mammoth mammoth tusk,4,animal call mammoth mammoth tusk,0
AKDE&ED_2008_4_34,A,Alaska Department of Education & Early Development,4,Which bird foot is best for swimming? (A) {Alaska-2008-4-31} (B) {Alaska-2008-4-32} (C) {Alaska-2008-4-33} (D) {Alaska-2008-4-34},Physics,"['best', 'bird', 'foot', 'swimming']",best bird foot swimming,0,bird foot swimming,0
AKDE&ED_2008_4_38,C,Alaska Department of Education & Early Development,4,The picture below shows an ocean bay food chain. {Alaska-2008-4-35} Sea otters move into the ocean bay. They eat all the sea urchins. This change will cause the (A) kelp to have less food. (B) crabs to have more food. (C) sea ducks to have less food. (D) arctic foxes to have more food.,Physics,"['bay', 'food', 'less', 'ocean', 'sea']",bay food less ocean sea,0,bay food less ocean sea,0
AKDE&ED_2008_4_40,C,Alaska Department of Education & Early Development,4,"The picture below shows a small, shelled animal. {Alaska-2008-4-36} Which tool should be used to measure the mass of this shelled animal? (A) {Alaska-2008-4-37} (B) {Alaska-2008-4-38} (C) {Alaska-2008-4-39} (D) {Alaska-2008-4-40}",Physics,"['animal', 'picture', 'shelled', 'shows', 'small']",animal picture shell show small,3,animal picture shell,0
AKDE&ED_2008_4_44,C,Alaska Department of Education & Early Development,4,The picture below shows a model of the rock cycle. {Alaska-2008-4-42} During which part of the rock cycle does water break rocks apart? (A) part 1 (B) part 2 (C) part 3 (D) part 4,Physics,"['apart', 'break', 'cycle', 'part', 'rock']",apart break cycle part rock,0,apart break cycle part rock,0
AKDE&ED_2008_4_47,A,Alaska Department of Education & Early Development,4,Which model correctly shows energy flow in a food chain? (A) {Alaska-2008-4-44} (B) {Alaska-2008-4-45} (C) {Alaska-2008-4-46} (D) {Alaska-2008-4-47},Physics,"['chain', 'correctly', 'energy', 'flow', 'food']",chain correctly energy flow food,2,chain correctly energy flow food,0
AKDE&ED_2012_4_3,B,Alaska Department of Education & Early Development,4,A pond area food chain is shown. {Alaska-2012-4-2} The pond area experiences a drought. There is less water in the pond where the frogs live. What will most likely happen first if the water level in the pond continues to decrease? (A) There will be more frogs. (B) There will be fewer hawks. (C) There will be taller grasses. (D) There will be smaller grasshoppers.,Physics,"['area', 'drought', 'frogs', 'pond', 'water']",area drought frog pond water,0,area drought frog pond water,0
AKDE&ED_2012_4_7,B,Alaska Department of Education & Early Development,4,"Scientists can classify leaves by the patterns of their veins. {Alaska-2012-4-5} Based on the pattern of its veins, the unknown leaf is most likely which type of leaf? (A) parallel (B) pinnate (C) palmate (D) reticulate",Physics,"['based', 'classify', 'leaf', 'leaves', 'veins']",base classify leaf leave vein,0,base classify leaf leave vein,0
AKDE&ED_2012_4_11,D,Alaska Department of Education & Early Development,4,The picture below shows water droplets on the outside of a glass that contains water. {Alaska-2012-4-11} Which action would most likely cause water from the air to form water droplets on the outside of the glass? (A) A glass containing hot water is placed in a cold room. (B) A glass containing cold water is placed in a cold room. (C) A glass containing hot water is placed in a warm room. (D) A glass containing cold water is placed in a warm room.,Physics,"['cold', 'containing', 'glass', 'room', 'water']",cold contain glass room water,0,cold contain glass room water,0
AKDE&ED_2012_4_13,C,Alaska Department of Education & Early Development,4,A student moved an unknown material from a small glass container to a larger glass container. The student recorded observations made before and after the material was moved. {Alaska-2012-4-17} Which of the following is most likely the unknown material? (A) air (B) milk (C) rock (D) juice,Physics,"['container', 'material', 'moved', 'student', 'unknown']",container material move student unknown,0,container material move unknown,0
